imie,nazwisko,płeć,wiek,waga(kg),wzorst (cm)
Merilee,Parlour,1,79,129.65,182.23
Siward,Petrasek,0,34,121.1,121.92
June,Perassi,1,53,71.33,134.43
Madge,Leddy,0,60,82.62,174.09
Claudia,Hannigan,0,62,53.12,158.81
Shae,Lepope,1,56,115.63,165.98
Law,Cartmell,0,54,91.65,163.99
Fields,Bertwistle,0,29,50.72,160.62
Aprilette,Bernocchi,0,77,65.22,136.39
Olivette,Karlsson,1,85,87.48,152.66
Sharleen,Girardini,0,60,54.97,147.02
Danita,Tugwell,0,67,51.08,173.95
Tonnie,Sawers,0,72,53.65,184.22
Marietta,Hundal,0,47,113.17,123.45
Ulberto,Dunlop,1,47,117.91,177.1
Erda,Embury,1,24,85.43,198.76
Kimbra,Reckus,0,46,115.46,192.95
Valerye,Graysmark,1,59,94.49,155.65
Minni,Jennery,1,36,57.11,141.62
Alexa,Colisbe,0,16,107.52,123.57
Don,Rae,1,11,76.55,149.75
Rafaela,Brede,0,56,64.48,130.0
Willa,Brettor,1,18,81.95,161.72
Pietro,Shreeve,1,85,77.14,145.36
Randie,Muckart,0,41,69.32,133.49
Mureil,McCallum,0,14,53.99,190.66
Giusto,Maro,0,48,111.31,172.64
Bernadine,Pitrollo,1,19,116.12,165.01
Emmey,Presnail,0,25,94.58,146.69
Manny,Pettipher,0,48,113.92,161.6
Micaela,Elan,0,54,79.09,133.27
Laney,Cuddehay,0,11,97.5,121.63
Marlo,Ibbotson,1,75,120.8,195.6
Amil,Verma,1,10,80.44,146.75
Elvin,Heersema,1,48,78.46,191.57
Else,Von Der Empten,1,33,99.83,122.64
Bird,Esslemont,0,50,116.78,162.26
Becca,Milborn,0,83,125.81,138.08
Daryl,Lenham,1,40,129.87,130.89
Elaina,Digle,0,71,72.52,148.11
Storm,Wofenden,0,60,62.11,170.92
Hasheem,Loomis,1,48,60.69,146.63
Heinrik,Hacquoil,1,64,55.52,127.68
Ingaborg,Leuty,1,41,77.67,193.53
Byram,Seeger,1,11,114.67,133.67
Gunter,Edie,0,62,118.36,191.61
Christiana,Cluatt,1,61,54.32,149.69
Darrelle,Castagne,0,14,113.36,177.37
Hedy,Domoni,0,38,100.15,149.4
Dania,Barends,1,28,92.74,165.77
Marjory,Stealey,0,67,74.59,176.9
Phillipp,Jenckes,0,66,71.53,125.87
Levon,O'Ruane,0,13,102.05,197.94
Gizela,Slobom,0,18,71.48,169.93
Cherice,Luce,1,19,86.48,159.71
Emmey,Isacsson,1,57,113.85,158.81
Shana,Handford,1,23,126.21,191.68
Anni,Ludwell,1,63,61.33,167.31
Rick,Dreinan,1,28,115.18,130.77
Bennie,Orable,1,70,125.65,143.33
Tudor,Gavaghan,0,53,85.81,171.9
Lexis,Matskiv,0,10,122.61,137.51
Aggie,Havvock,1,79,64.53,147.67
Pearla,Orcas,1,41,95.07,155.37
Flinn,Sheara,1,21,100.99,171.17
Hadley,Mapledoram,0,68,117.3,121.5
Clyve,Desbrow,0,42,58.28,134.81
Jerad,Ranahan,1,47,115.92,156.21
Duff,Twopenny,1,53,107.49,124.42
Bell,Leppingwell,1,29,76.39,186.16
Milzie,Loverock,1,56,102.12,127.29
Timmy,Andreacci,1,81,61.18,185.02
Meier,Dupey,0,32,81.87,199.55
Mala,Van Rembrandt,1,75,66.01,190.27
Emma,Laytham,0,45,57.8,146.09
Rafi,Drogan,1,39,112.72,138.95
Sig,Ruggles,1,10,128.52,138.16
Gael,Kinchington,1,10,63.63,139.04
Thane,Choke,0,52,80.76,121.49
Marten,Twinning,1,55,115.76,137.88
David,Asmus,1,85,84.85,138.77
Albie,Higginbottam,1,60,129.78,131.66
Blake,Sudlow,0,29,74.56,165.26
Corenda,Hospital,1,73,93.41,147.03
Trip,Tutchings,0,17,86.16,196.8
Nelson,Kleyn,0,57,57.32,147.03
Zena,Duggon,0,26,67.66,120.35
Jerrie,Sturm,1,36,128.08,160.97
Dionne,Markovic,1,41,110.6,184.93
Fayth,Kalinke,0,37,124.05,159.36
Ricki,Trye,0,71,87.25,120.48
Terese,Geale,1,51,76.87,124.78
Daveen,Rameau,1,69,120.41,158.69
Dorene,Benwell,0,39,97.71,190.36
Bordy,Archley,0,38,70.53,169.2
Ivie,Beddie,1,19,127.52,189.58
Val,Antonowicz,0,24,82.14,165.29
Mortimer,Tincey,1,11,83.4,173.89
Delmore,Trusdale,0,54,99.65,180.57
Laurette,Blaschke,1,51,83.3,139.96
Ibby,Gillinghams,0,11,102.42,131.06
Siegfried,Bogace,1,30,73.19,126.48
Raye,Bullerwell,1,58,104.06,185.1
Aili,Van der Kruijs,0,31,98.74,157.35
Jacquelin,Gillard,0,45,88.12,176.81
Camila,Scarasbrick,1,83,51.51,137.54
Karlan,Wisdish,1,51,111.4,137.69
Mendy,Tofanelli,1,60,101.07,126.53
Lauren,Duinbleton,0,11,86.59,150.6
Cart,Yoakley,0,82,92.29,176.26
Appolonia,Thomtson,0,30,73.31,135.86
Nilson,Duiguid,0,85,65.21,188.46
Standford,Torre,1,14,54.03,184.67
Ruthanne,Harse,0,21,58.17,157.53
Abbey,Smye,1,49,115.34,196.37
Opal,Coupar,0,11,52.39,144.59
Mohandas,Water,0,59,58.01,130.61
Cammi,Rosser,1,39,125.53,156.86
Jordon,Hook,1,53,63.02,140.04
Tatum,Bunworth,0,84,123.16,196.97
Chandal,Stonary,1,54,70.14,197.47
Buddie,Cockill,0,13,61.57,142.78
Velma,Stothart,1,24,111.01,194.49
Loren,Blackadder,1,42,95.38,137.41
Joelly,Lumpkin,0,34,54.1,169.11
Fabio,Olekhov,1,84,119.54,150.47
Norby,Kindred,1,70,97.08,154.04
Maible,Brugger,0,79,98.89,187.84
Nicolette,Guiso,0,77,91.83,158.27
Vida,Lotte,1,65,72.56,130.92
Darbee,Ovell,0,40,71.82,195.11
Peria,Gligoraci,0,37,82.64,175.81
Kassi,Paoloni,1,78,65.28,166.17
Cob,Beney,0,17,68.69,177.24
Daloris,Salan,0,75,98.27,191.41
Adamo,Storrah,1,58,81.24,127.51
Caryl,De Mitris,1,69,117.67,186.06
Jarib,Helder,1,80,84.89,141.27
Fidelia,Ballantyne,1,23,50.1,192.92
Alica,Deathridge,1,32,79.96,179.53
Corrie,Polye,1,45,66.16,180.62
Teressa,Ferronel,1,78,126.52,133.01
Florella,McRamsey,0,68,72.79,153.32
Phillida,Feldman,1,78,77.19,163.74
Dunc,Benbough,1,66,119.25,173.49
Rodney,Lycett,1,10,85.41,171.83
Jennee,Cruttenden,1,74,70.77,163.98
Nessie,Janecek,1,29,76.81,127.56
Kerstin,Lamkin,0,13,69.49,156.14
Elle,Karpman,1,53,125.07,128.65
Essie,Bozworth,0,23,94.86,137.53
Shandie,Halsall,0,23,107.99,182.6
Mattie,Hallyburton,1,82,111.56,130.53
Kristofer,Thomtson,0,15,99.36,160.47
Franz,Callis,0,82,56.72,154.46
Sibella,Skells,0,56,117.08,152.82
Hyatt,Satterthwaite,1,23,105.56,195.6
Cordi,Palphramand,0,33,120.01,149.0
Emilie,Sheerman,0,28,83.81,155.18
Gwynne,Houchin,0,82,115.43,128.58
Heather,Batram,0,60,53.68,135.77
Jackelyn,Ruller,1,44,50.27,137.13
Riordan,Gimlet,1,73,98.63,187.24
Simeon,Deverson,0,52,111.77,154.5
Lois,Lefeaver,1,52,84.53,161.31
Lionel,Wheeldon,0,55,129.98,172.3
Sascha,Silman,0,19,105.27,147.42
Leif,Seymark,0,25,75.25,160.17
Ebeneser,Bake,1,71,124.24,173.56
Melicent,Keatley,0,71,54.62,143.1
Leo,MacVean,0,28,79.48,123.88
Waverley,Parkinson,0,66,87.51,164.09
Margarita,Dyas,0,70,118.63,132.55
Jude,Cromer,1,13,121.28,130.29
Bradly,McGilvary,0,83,53.89,164.77
Konstance,Raymen,0,36,84.14,155.8
Leon,Ormistone,1,32,114.04,175.62
Selig,Stiegars,0,72,66.81,154.0
Chaddy,Drew-Clifton,0,79,72.78,186.36
Kalila,Hurst,0,49,108.36,146.89
Harriett,Lawrenceson,0,59,67.23,144.99
Delia,Gaunter,0,80,57.93,171.48
Frederica,Careswell,1,19,117.64,158.34
Glenine,Cassidy,0,76,76.55,192.92
Bobine,Faulconbridge,1,67,118.91,146.83
Brier,Bonus,0,35,122.67,157.88
Roddie,Noni,0,83,72.71,184.29
Carleen,Turone,0,64,119.35,198.24
Enos,Hitschke,1,32,69.35,193.02
Odille,Burdikin,0,25,125.59,168.13
Julie,Oslar,1,10,74.49,187.34
Julieta,Mackiewicz,1,63,70.51,143.02
Randa,Frotton,1,74,75.95,142.35
Agustin,Ridett,1,36,63.93,131.37
Shermy,Pavlitschek,1,69,105.96,195.38
Robbie,Bilbery,0,35,99.76,178.27
Hedda,Kineton,1,12,68.35,192.33
Adah,Dumbarton,1,84,100.21,184.05
Kristofer,Folbig,1,79,87.82,167.05
Toni,Cronchey,0,52,93.7,169.84
Tull,Yurygyn,1,39,70.0,168.62
Emma,Sanches,0,11,90.25,130.26
Winthrop,Caplis,0,64,64.3,125.01
Brady,de Lloyd,1,58,114.52,131.63
Rey,Sansam,1,32,82.94,182.94
Maggy,Coulter,0,35,126.53,135.62
Wakefield,Dobinson,0,54,86.22,155.41
Brockie,Sunnucks,0,20,93.09,159.53
Kyla,Kirton,1,23,58.83,171.3
Leodora,Fidal,0,24,85.42,170.78
Arvy,Gimbrett,0,46,58.42,137.12
Charin,Mcasparan,1,49,84.38,141.49
Everard,Brown,1,54,106.88,162.28
Mersey,Schrei,1,73,96.28,196.03
Roobbie,Dougliss,1,20,63.11,139.34
Hamil,Golde,0,69,84.29,152.31
Vanya,Mulvin,0,80,100.62,135.73
Yvonne,Stringer,1,30,112.33,146.5
Dorine,Lathbury,1,60,109.74,144.42
Lexi,Tomini,1,72,90.21,156.47
Inessa,Ashingden,0,75,73.28,160.6
Melanie,Halt,1,51,78.92,174.24
Roma,Humbey,1,67,101.67,176.56
Aldin,Ragborne,1,50,98.53,174.21
Fionna,Duding,0,71,112.62,170.61
Georgianne,Weild,0,49,112.23,196.52
Morse,Howman,0,42,84.48,199.55
Moselle,Blissitt,1,14,119.34,126.98
Sherrie,Barthot,1,31,72.84,142.1
Wynn,Seager,0,47,70.44,189.21
Eben,Gonning,1,36,125.6,154.19
Elise,Skurray,1,43,82.26,169.25
Cass,Hurrion,1,41,80.97,173.24
Justen,Selliman,0,40,112.91,168.52
Mallory,Yakunikov,1,36,68.51,156.9
Bella,Smallwood,0,62,123.0,167.68
Ewart,Keppie,1,10,75.95,154.51
Reggi,Bumphries,1,59,56.84,191.68
Hobie,Bilbie,1,53,79.96,123.66
Malina,Moxsom,0,37,101.74,199.65
Faythe,Iacopini,0,44,86.35,122.55
Emmalyn,Philippe,0,37,111.52,195.75
Tess,Terrington,0,47,108.24,188.31
Ladonna,Glasard,0,37,80.18,191.22
Mirilla,Scardifield,1,58,79.25,129.62
Robby,Eggleton,0,27,115.84,151.56
Debbie,Gosswell,0,74,87.14,142.59
Tyne,Tansey,1,78,116.43,134.11
Vivianne,Jeschner,0,66,100.24,172.52
Gareth,Humbatch,1,72,81.46,185.16
Jon,Scanterbury,0,75,128.3,149.97
Jarib,Pittman,0,68,122.69,141.7
Valeda,Nisuis,1,23,96.51,190.2
Demetre,Turfus,0,21,65.0,178.54
Billie,Duquesnay,0,26,69.45,165.6
Olivie,Glendza,0,30,123.09,186.63
Goldia,Beartup,0,73,75.21,159.7
Gawen,Eneas,0,61,68.65,171.31
Jasmina,Gotling,1,51,81.19,156.02
Robinson,Curbishley,1,20,63.9,185.0
Nissy,Imlaw,1,13,86.21,186.68
Reggi,Pashler,0,82,81.21,177.45
Jorry,Bohlens,0,23,60.48,121.09
Trent,Bowerman,1,50,71.1,193.8
Boycey,Sachno,0,51,84.38,167.01
Katti,Bown,0,12,94.83,156.9
Norean,Pichmann,1,30,96.78,166.52
Tersina,Whittlesea,1,18,96.91,187.88
Raymond,Plane,0,84,108.05,175.28
Bearnard,Wrintmore,0,75,128.57,183.33
Mellie,Peealess,0,61,84.7,148.77
Moyra,Collar,0,46,63.24,138.3
Jodi,Simonian,1,65,90.5,148.71
Jacquetta,Shevlin,1,64,86.11,138.55
Natasha,Hoggan,1,32,76.27,170.58
Gwenneth,Manger,1,67,115.51,121.45
Ansel,Goatcher,1,21,97.96,198.14
Toni,Fahy,1,34,61.31,187.59
Doralynne,Attwood,0,19,56.49,159.6
Dorolice,Teaz,1,62,70.82,135.79
Hillary,Tuft,1,34,86.25,172.17
Trenton,Oakes,0,10,129.12,128.28
Corabella,Mesant,0,48,55.18,185.49
Julieta,Hiscoe,1,80,63.78,147.67
Calli,Elmer,0,65,100.05,141.96
Gipsy,Bonnette,1,81,57.97,120.44
Donia,Capon,0,35,69.77,197.51
Sheila,Delete,0,13,67.6,125.45
Olly,Duckworth,0,35,102.19,149.05
Derry,Massingberd,0,30,124.62,124.25
Tonnie,Vickors,1,69,75.77,158.14
Corrina,De Gregorio,0,21,69.17,148.65
Nevil,Demicoli,1,78,100.42,193.61
Michal,Fulop,1,80,124.19,150.47
Debora,Gowry,1,26,74.76,141.71
Gaelan,Rawe,0,18,121.45,153.04
Kathrine,Franzotto,1,55,73.15,162.39
Ravi,Gostall,1,57,65.77,131.26
Bevin,McChruiter,0,28,103.54,154.12
Hy,Burras,1,49,75.81,122.67
Ursola,Covolini,0,60,65.55,185.72
Doris,Dooland,0,29,80.45,139.29
Micheal,McCulley,1,58,93.85,120.42
Dania,Dumbrall,0,40,120.95,158.42
Flory,Witherbed,0,64,95.43,186.24
Nicolais,Woolvin,1,30,76.47,128.92
Lefty,Slegg,1,70,102.81,193.81
Lavinia,Speare,0,73,92.46,165.85
Gavrielle,Russen,0,47,90.09,172.78
Lombard,Manchett,1,37,96.47,183.24
Jeniece,Samways,1,77,123.98,163.94
Gertruda,Polotti,1,65,99.66,126.43
Bernard,Patrone,1,10,89.81,178.61
Roxane,Wardingly,0,82,69.49,138.71
Nadya,Hamshere,0,50,50.87,186.39
Derrik,Raincin,0,20,93.9,147.97
Cornelle,Waldren,1,14,100.59,186.53
Mic,Creagh,1,74,73.02,144.29
Raven,Turrill,1,60,68.47,177.75
Melany,Brocklebank,1,40,68.33,142.25
Charlie,Quarry,0,66,80.24,120.72
Peterus,Toffolini,0,84,62.12,176.86
Penn,Kahn,1,64,65.14,175.12
Talyah,Caesman,1,60,88.76,186.38
Kerwin,Hoyle,1,54,66.82,165.97
Dulcinea,Baldry,1,14,88.11,127.24
Freida,Aldridge,1,36,126.39,136.3
Wolf,Goscar,1,31,95.39,173.22
Loise,Berryman,0,19,110.29,198.43
Rhianna,Beringer,1,85,107.06,171.83
Quincy,Blaszczak,1,58,115.17,128.0
Tiertza,Deakan,0,19,50.2,168.62
Louie,Rasell,1,32,113.78,140.41
Kimball,Clapham,0,75,105.6,158.17
Dianemarie,Spellicy,0,81,80.34,135.98
Kizzee,Klee,1,36,100.82,179.34
Noelle,Swyer,0,59,97.52,130.22
Milli,Kinnerley,0,53,75.17,143.64
Diena,Callery,1,82,106.57,130.96
Cash,Handlin,0,42,113.37,169.74
Birch,Sargison,1,47,127.63,125.54
Katy,Mapham,0,54,100.12,136.12
Isidora,Eger,1,40,99.91,163.03
Paula,McKilroe,1,58,100.78,145.36
Torrin,Sammars,1,21,74.63,155.78
Marielle,Morehall,1,84,62.18,151.69
Mag,Hatje,1,37,102.42,197.82
Perceval,Cooney,0,83,61.89,195.45
Cherice,Mapham,1,83,67.12,185.18
Felicia,Guly,1,63,102.11,179.63
Yule,Middleweek,0,27,104.48,171.88
Davidson,Grindall,0,83,83.22,193.66
Beltran,Guilbert,1,61,55.78,168.06
Gabbie,Ealam,0,62,91.79,153.55
Gillian,Mapis,1,74,106.42,196.22
Arda,Kleinplatz,0,14,98.45,164.49
Legra,Ruoss,1,64,79.51,128.11
Kristina,Kornilov,0,24,106.34,134.92
Janet,Ginley,0,57,54.01,180.65
Waring,Rubinovitch,1,54,55.83,125.96
Link,Peeter,0,82,56.44,175.0
Peirce,Mitchelson,1,76,114.1,190.82
Frasier,Helks,1,16,57.47,190.36
Alexandre,Elvidge,1,38,83.28,128.25
Sadella,Babbe,0,68,121.33,183.11
Silvia,Cuttler,1,53,60.67,143.49
Forbes,Whittock,1,57,115.07,127.98
Sherline,Hows,1,78,68.66,142.25
Anderson,Mulroy,0,66,113.28,178.93
Myrtice,Brigg,0,28,80.89,151.89
Cynthia,Eadmeades,1,66,61.76,165.24
Cristen,Gilligan,0,57,127.11,145.17
Avery,Kleinlerer,0,10,87.76,159.18
Tatiania,Stainburn,0,40,77.23,145.67
Jameson,Slide,0,67,122.99,168.08
Leonid,Iorizzo,0,73,72.8,135.02
Katine,Doogue,0,36,78.94,159.55
Carree,Loveland,0,14,126.11,125.47
Dimitry,McCourtie,1,23,67.37,178.26
Wolfie,Organ,0,26,106.0,157.71
Renie,Schirach,1,56,111.37,146.38
Evin,Jerrom,0,76,114.25,128.19
Shay,Hildred,0,51,60.99,160.58
Nicolis,Coton,0,38,59.36,167.05
Harmonie,Merrien,0,23,65.76,149.5
Timothee,Southerton,0,52,74.57,166.42
Jelene,Assante,1,23,99.67,181.86
Ellette,Mutlow,1,80,69.07,141.14
Della,Dallaway,1,55,73.25,166.51
Lola,Hallworth,1,15,81.36,199.37
Albertine,Siemons,0,85,67.17,186.18
Audry,Leel,0,14,55.34,136.11
Kerri,Belly,0,77,113.54,164.57
Vera,Cometto,0,19,73.3,189.87
Rosabella,Juleff,1,41,79.55,141.65
Alanson,Matieu,1,40,112.33,128.04
Miran,Fredy,1,43,103.17,168.71
Lynett,Solesbury,1,71,121.07,121.86
Julie,Franzettoini,1,54,129.23,165.85
Edd,Van T'Hoog,0,72,80.67,125.78
Erek,Beningfield,0,78,72.86,181.24
Bab,Jugging,1,26,86.72,184.0
Arnie,Ventum,1,34,94.7,131.36
Evin,Offer,0,67,53.1,129.63
Anna-maria,Collie,0,45,78.67,141.96
Leigh,Daverin,0,30,101.23,191.86
Terrell,Edwicke,1,39,77.27,168.94
Jocelin,Chapelhow,1,75,64.72,123.64
Lennard,Doggett,1,85,113.68,133.3
Ivett,McPhelimy,0,32,104.21,178.08
Arch,Orrah,0,13,55.19,190.27
Rodolfo,Shakesby,1,74,78.2,166.04
Reeta,Digman,1,26,118.34,150.54
Vasily,Nussey,0,27,80.81,130.02
Bren,MacGahey,1,53,51.94,137.33
Mandy,Shallcross,0,39,123.78,183.39
Owen,Mirams,1,34,93.61,196.69
Margalo,Melly,1,41,89.72,194.07
Vivia,McElmurray,0,15,91.16,157.87
Deborah,Robison,0,30,114.26,132.52
Dorian,Johl,0,26,121.87,168.01
Cosimo,Leschelle,0,54,99.0,146.88
Merridie,Mailes,0,36,61.51,183.05
Stephi,Tregent,1,76,85.51,177.59
Ardith,Samsonsen,1,51,116.86,192.15
Kain,Lehmann,0,31,100.53,165.25
Moselle,Gilhool,1,46,66.15,152.13
Lorelle,Willshear,1,66,101.9,176.51
Cam,Rolingson,0,47,126.96,160.06
Bernie,Vernay,0,11,121.34,162.37
Eli,Cornwall,1,69,53.87,160.93
Gilberto,Greest,1,61,85.27,183.8
Denis,Koch,1,31,94.31,125.26
Netta,Garvie,0,58,61.2,151.55
Darnell,Allmen,0,21,96.04,131.54
Sigismundo,Droghan,1,22,103.31,175.99
Belvia,Ertelt,1,50,86.81,171.04
Coralie,Drohun,0,23,90.32,136.08
Jedidiah,Cranch,0,34,94.9,133.96
Cristobal,Mounsie,1,14,124.91,132.07
Hamid,Wattam,0,45,122.12,183.8
Rollie,Eglinton,1,44,72.46,141.08
Wilton,O'Hogertie,1,68,68.07,191.46
Roselle,Handyside,1,73,77.72,145.63
Gerry,Rollin,0,15,129.88,189.42
Trevor,Elington,1,63,76.1,192.85
Anabelle,Maycey,1,18,114.44,146.63
Hanan,Winchester,0,64,83.1,155.42
Ruthi,Kment,0,74,108.6,135.6
Jayne,Gold,0,66,61.3,140.77
Ammamaria,Boig,0,25,91.64,158.35
Chicky,Grimolbie,1,38,81.2,136.37
Ikey,Espinosa,1,68,79.03,195.45
Godiva,Naylor,0,21,125.14,145.1
Durant,Rumens,1,38,59.33,148.85
Benedicta,Neasham,0,48,77.59,157.39
Karie,Tennock,1,33,60.23,177.99
Kendre,Maleck,0,22,127.02,134.04
Ricki,Kenwyn,0,38,75.64,147.7
Livvie,Gavrielly,1,42,79.51,178.92
Jarvis,Muckeen,1,82,96.06,184.2
Vinita,Saphin,1,12,81.58,121.03
Katinka,Renn,1,68,125.77,152.0
Gretel,Dyshart,0,27,92.81,148.34
Amalie,De Biasio,0,77,73.35,140.48
Cody,Buckleigh,0,53,87.87,194.84
Whittaker,Jeannard,1,83,80.02,183.4
Julina,Krollman,0,33,54.12,154.96
Electra,Trenbay,1,74,121.86,156.63
Vicky,Cheal,0,66,114.82,121.83
Nikola,Yitzovitz,1,48,91.18,123.2
Manfred,Fernihough,0,70,109.08,182.97
Royal,Pyser,1,20,79.16,178.76
Cheryl,Barbara,1,57,79.91,138.14
Corena,Ladyman,0,27,83.46,126.8
Glenden,Forgie,0,19,76.72,173.47
Mason,Coatts,1,42,112.68,129.3
Giorgia,Grenfell,0,73,82.12,151.08
Carolee,Pioch,0,33,118.62,162.43
Shepard,Brushfield,0,49,125.26,148.16
Jaclyn,Glenny,1,17,127.57,132.5
Reagan,Mulvy,0,23,110.41,199.25
Demetris,Poundford,1,51,108.75,181.65
Jonis,Hadenton,0,55,94.73,178.45
Eugen,Breen,1,45,113.75,180.1
Buddy,Gecke,0,82,72.81,186.36
Filide,Laite,1,64,81.0,145.1
Alley,Bromell,0,59,121.38,121.36
Bear,Richmont,1,69,57.9,173.28
Lawrence,Hallwell,0,76,58.97,194.04
Lisabeth,Bilborough,1,80,108.73,166.91
Patrick,Mennear,0,35,116.14,189.68
Guss,Gash,1,62,113.82,145.3
Ada,Giff,1,84,86.69,177.99
Dukey,Slyde,0,64,55.26,140.14
Laurene,Attwooll,0,80,85.96,176.08
Whitney,Jenoure,1,82,61.93,185.88
Jamie,Wynrahame,0,36,116.58,136.52
Felecia,Hordle,1,38,83.3,173.2
Corrie,O'Doohaine,0,38,107.88,188.66
Archaimbaud,Arenson,0,48,71.76,160.52
Ravi,Puckinghorne,1,38,50.09,120.36
Raddy,Carek,1,56,90.51,143.58
Jefferson,Samuel,1,43,78.01,169.4
Greta,Tant,1,30,94.8,173.45
Raymond,Caustick,0,56,71.03,155.01
Darline,Brumfitt,0,77,57.54,167.53
Loutitia,Negus,1,60,61.04,142.99
Rahal,Duckett,1,36,74.39,194.01
Salomone,Tampling,0,84,121.77,170.49
Eldon,Olliver,1,58,60.12,195.42
Winni,Keuntje,1,63,53.21,195.67
Evanne,Baden,0,33,92.82,191.21
Becca,Girodias,1,69,122.16,131.56
Thedric,Jentgens,1,83,80.97,177.42
Shara,Whopples,1,71,117.07,169.51
Shana,Etienne,0,32,63.45,198.5
Therine,Carabet,0,34,74.22,198.66
Sonja,Thing,1,74,121.0,181.37
Dylan,O'Shirine,0,85,103.68,194.9
Rosalinde,Malamore,0,51,115.5,181.68
Ailbert,Weild,1,36,82.8,147.58
Analiese,Kibbel,0,23,113.66,149.26
Ethelind,Lodden,1,65,70.07,169.61
Junia,Ingerfield,1,76,114.76,185.57
Lorene,Dovey,0,54,114.82,190.78
Revkah,Mereweather,1,32,86.19,136.59
Milty,Sorensen,1,83,105.07,148.87
Vlad,Hambridge,1,48,51.81,194.06
Celestia,Pavek,1,73,115.87,177.98
Godart,Astling,0,22,125.87,120.52
Dorie,Lowre,1,21,107.04,197.07
Tobit,Perroni,0,41,98.97,163.51
Clark,Hawson,0,42,115.69,131.32
Filberto,Swateridge,1,11,60.38,173.04
Ulrich,Ginner,1,58,84.79,129.72
Renata,Bowshire,1,34,76.48,148.9
Alfy,Midford,0,10,76.4,153.65
Ettore,Byatt,0,51,125.14,139.77
Lemmie,Littlefair,1,61,54.76,143.03
Claudius,Reuven,0,43,69.21,183.69
Godfree,Goford,1,75,80.95,177.89
Beauregard,Kirtland,0,12,121.19,195.27
Jarred,Mochar,0,77,61.67,147.22
Colan,Kohrsen,0,77,127.55,154.65
Sterne,Slayton,1,25,98.92,190.02
Milo,Valentine,0,15,101.73,177.62
Miltie,Hofton,1,76,59.72,123.47
Moina,Shufflebotham,1,51,82.3,163.14
Barret,Darinton,0,32,63.86,120.52
Cordi,Niven,1,55,119.8,167.35
Helga,Bygott,1,77,55.39,195.27
Pavlov,Hebblewaite,0,14,65.59,173.75
Ash,Swinford,0,22,58.8,191.08
Mamie,Paff,0,20,120.88,148.3
Ola,Veronique,0,57,59.18,125.85
Vonni,Van der Velden,0,26,128.32,163.41
Orville,Hritzko,1,48,112.22,183.07
Sallee,Seleway,1,11,66.3,146.79
La verne,Luchetti,1,56,125.79,175.22
Aleen,Sayse,0,47,92.75,132.15
Timothea,Losseljong,0,60,59.11,176.05
Farleigh,Pennycook,0,59,88.36,128.21
Gardy,Barrabeale,0,19,120.08,174.83
Adriana,Philippeaux,0,24,78.16,159.49
Johna,McEachern,0,78,121.99,172.53
Brett,Simonato,0,68,92.46,193.31
Levi,Sibylla,1,40,96.56,132.92
Layney,Tassell,0,24,100.29,142.64
Mira,Kinzel,1,46,114.02,156.8
Will,Jotcham,0,25,121.52,126.33
Jorey,Bolderson,0,59,67.99,154.04
Maire,Massimi,0,31,68.83,122.86
Kerrie,Dumberrill,1,30,107.32,120.46
Mavra,Float,1,14,109.58,195.82
Marwin,Bienvenu,1,14,96.14,159.94
Olly,Kenforth,0,30,65.67,169.2
Mariette,Itzkovwitch,0,57,63.84,143.85
Brannon,Dawks,0,16,83.24,130.48
Clareta,Longhirst,0,72,123.16,196.15
Pren,Bony,1,41,73.56,143.66
Estella,Tonner,1,61,106.09,157.05
Lyell,Chanter,1,50,85.27,151.73
Putnem,Bacon,0,11,75.43,164.32
Lewie,Khadir,0,68,123.84,138.8
Fidelity,Kirgan,0,78,122.81,165.49
Lamont,Ionnidis,1,73,92.38,123.3
Foster,Dibley,1,78,53.6,159.6
Westbrook,Korpal,0,58,52.06,133.01
Sheilakathryn,Katzmann,1,70,89.01,138.21
Jake,Glennard,0,55,57.74,193.08
Leopold,Gooderham,1,14,61.76,128.27
Editha,Euplate,1,79,127.11,185.25
Alethea,Lambkin,1,15,119.5,125.36
Perri,Bison,0,28,119.99,196.14
Nate,Meo,1,21,80.16,128.44
Gusty,Ronchetti,1,15,114.67,164.92
Margo,Fawks,0,49,82.62,168.54
Granger,Estrella,0,34,97.16,155.57
Sholom,Tune,0,66,78.63,123.63
Mureil,Caverhill,0,23,72.27,152.01
Bart,Stelfox,1,50,112.9,198.71
Buddy,Tubritt,0,84,67.35,163.66
Kerk,Clewlowe,1,33,77.45,169.36
Clarine,Fisk,0,27,114.94,153.2
Mimi,Shewan,1,63,53.19,131.4
Debee,McKeand,1,76,55.47,192.36
Mitch,Billinge,1,43,113.01,140.62
Vin,Eddolls,1,61,87.42,156.07
Viole,Steele,0,66,115.83,157.38
Gibbie,Bellard,1,13,111.13,174.47
Paddie,Como,1,11,59.54,144.67
Tobias,Le Noire,1,59,61.5,184.21
Pris,Garroch,1,73,122.95,155.35
Darrell,Panons,1,18,62.78,144.37
Niles,Greasley,1,81,99.25,183.97
Seamus,Gummie,0,11,88.15,175.18
Penrod,Lambertini,0,75,98.38,183.36
Carmen,Bodesson,1,26,129.3,120.3
Lanny,Bourdice,1,10,80.91,157.16
Belicia,Gaytor,1,71,79.86,187.09
Esmeralda,Meric,0,29,107.21,142.91
Xaviera,Lauridsen,0,41,111.98,147.48
Tibold,Happer,1,23,55.73,164.63
Trace,Haughey,1,65,116.37,166.04
Gwynne,Olliffe,1,41,95.38,157.55
